sentences,label
3,0
7	GitHub reserves the right to terminate this Agreement immediately if GitHub determines that Developer has breached any requirement or obligation of this Section 3,0
3,0
8 Nothing in this Agreement shall prevent either party from developing and/or publishing applications that are similar or otherwise compete with the other party's applications,0
4,0
TAKEDOWNS4,0
1	Your Takedowns,0
"Upon providing GitHub with thirty (30) days written notice in advance of the 1st day of the succeeding calendar month, you may remove your Listings from future distribution via Marketplace, but you must comply with this Agreement for any Listing distributed through Marketplace, including but not limited to refund requirements",0
Removing your Listing from future distribution via Marketplace does not (a) affect the license rights of End Users who have previously purchased or installed your Listing or (b) change your obligation to deliver or support Listing that has been previously purchased or installed by users,0
"Notwithstanding the foregoing, in no event will GitHub maintain on any portion of Marketplace any Listing that you have removed from Marketplace and provided written notice to GitHub that such removal was due to:(i) an allegation of infringement, or actual infringement, of any copyright, trademark, trade secret, trade dress, patent or other intellectual property right of any person,(ii) an allegation of defamation or actual defamation,(iii) an allegation of violation, or actual violation, of any third party's right of publicity or privacy, or(iv) an allegation or determination that such Listing does not comply with applicable law",0
"If you remove a Listing from Marketplace pursuant to clauses (i), (ii), (iii) or (iv) of this Section 4",0
"1, and an End User purchased such Listing within a year before the date of takedown, GitHub is not responsible for refund(s) to the affected buyer of any amount paid by such End Customer during the year before the date of takedown for such affected Listing",0
4,0
2	GitHub Review and Takedowns,0
"While GitHub is not obligated to monitor the Listing or their content, GitHub may at any time review or test your Listing for compliance with this Agreement, the Marketplace program policies, and any other applicable terms, obligations, laws, or regulations",0
GitHub retains the right to refuse to include a Listing on Marketplace in its sole discretion,0
"You may be required to provide information about yourself (such as identification or contact details) as part of the registration process for Marketplace, or as part of your continued use of Marketplace",0
"You agree that any information you give to Marketplace will always be accurate, correct and up to date",0
"As part of the specification for your Listing, GitHub may ask that you include in the file for your Listing information such as your name and email address",0
GitHub may use this information when featuring the Listing in our directory or for other uses,0
"If GitHub is notified by you or otherwise becomes aware and determines in its sole discretion that a Listing or any portion thereof or your Brand Features(a) violates the intellectual property rights or any other rights of any third party;(b) violates any applicable law or is subject to an injunction;(c) is pornographic, obscene or otherwise violates GitHub's hosting policies or other terms of service as may be updated by GitHub from time to time in its sole discretion;(d) is being distributed by you improperly;(e) may create liability for GitHub or any third party;(f) is deemed by GitHub to be malicious or defective;(g) violates the terms of this Agreement or the Marketplace program policies;(h) the display of the Listing is impacting the integrity of GitHub servers (i",0
e,0
", users are unable to access such content or otherwise experience difficulty);(i) is deemed by GitHub to add undue risk to Marketplace End Users’ data or impair the user experience of Marketplace or GitHub;(j) is subject to user complaints in regards to your breach of your EULA, or(k) otherwise violates the Terms or this Agreement,GitHub may: prevent the Listing from being made available on Marketplace; remove the Listing from Marketplace; flag, filter, or modify related materials (including but not limited to descriptions, screenshots, or metadata); or reclassify the Listing at its sole discretion",0
GitHub reserves the right to suspend or bar any Listing from Marketplace at its sole discretion,0
"In the event that your Listing is involuntarily removed because it is defective, malicious, infringes intellectual property rights of another person, defames, violates a third party's right of publicity or privacy, or does not comply with applicable law, and an end user purchased such Listing within a year before the date of takedown:(i) you must refund to the affected buyer all amounts paid by such End Customer during the year before the date of takedown for such affected Listing",0
"(ii) GitHub may, at its sole discretion, withhold from your future sales the amount in subsection (i) above",0
4,0
"3	From time to time, GitHub may check for available updates to Listing, including but not limited to bug fixes or enhanced functionality",0
"If you update your Listing to Marketplace, you agree that such update will be automatically requested, downloaded, and installed without further notice to you",0
GitHub makes no guarantees regarding the timing of such updates,0
"For the avoidance of doubt, updates to Listing are subject to the same terms and conditions as the Listing, including without limitation Section 4",0
2 of this Agreement (GitHub Review and Takedowns),0
4,0
4	End-User Takedowns,0
"If an End-User uses your Developer Product in a way that violates the Terms, then we have the right to suspend or terminate that End-User's access to the Developer Product without any liability to you",0
5,0
"REPRESENTATIONS, WARRANTIES AND COVENANTS5",0
"1	Developer represents and warrants that Developer has notified all users of such Developer Applications that their account data will be transmitted outside the Service and Developer terms will control the privacy, security or integrity of such account data",0
"Developer further represents and warrants that to the extent Developer’s Applications store, process or transmit account data, neither Developer nor Developer’s Application will, without appropriate prior user consent or except to the extent required by applicable law,(i) modify the content of account data in a manner that adversely affects the integrity of account data;(ii) disclose account data to any third party; or(iii) use account data for any purpose other than providing the Developer Application functionality to users of such Developer Application",0
Developer shall maintain and handle all account data in accordance with privacy and security measures reasonably adequate to preserve the confidentiality and security of all account data and all applicable privacy laws and regulations,0
5,0
2	Developer agrees that it will comply with the GitHub Data Protection Addendum,0
5,0
"3	Developer represents, warrants and covenants that: (i) its Developer Products and Developer Brand Features do not and will not violate, misappropriate or infringe upon the intellectual property rights of any third party; (ii) Developer will comply with all applicable local, state, national and international laws and regulations, including, without limitation, all applicable export control laws, and maintain all licenses, permits and other permissions necessary to develop, implement and distribute its Developer Products; and (iii) its Developer Products do not and will not contain or introduce into the Marketplace, the GitHub API, any Usage Data or other data stored or transmitted using the Marketplace, any malicious software; (vi) its Developer Products are not designed to or utilized for the purpose of sending commercial electronic messages to any GitHub customers, agents or End Users without their consent; (vi) it has all right, power and authority to grant the licenses granted to GitHub and End Users herein; (vii) it acknowledges GitHub’s right to charge transaction and/or listing fees as provided in Section 6 herein; any images and text that are used to market the Developer Products or that Developer has uploaded to the Marketplace are truthful, accurate and not intended to mislead or confuse the End User",0
5,0
4	DISCLAIMER OF WARRANTIES,0
"ALL ASPECTS OF THE MARKETPLACE AND THE GITHUB API, INCLUDING ALL SERVER AND NETWORK COMPONENTS ARE PROVIDED ON AN “AS IS” AND “AS AVAILABLE” BASIS, WITHOUT ANY WARRANTIES OF ANY KIND TO THE FULLEST EXTENT PERMITTED BY LAW, AND GITHUB EXPRESSLY DISCLAIMS ANY AND ALL WARRANTIES, WHETHER EXPRESS OR IMPLIED, INCLUDING, BUT NOT LIMITED TO, ANY IMPLIED WARRANTIES OF MERCHANTABILITY, TITLE, FITNESS FOR A PARTICULAR PURPOSE, AND NON- INFRINGEMENT",0
"DEVELOPER ACKNOWLEDGES THAT GITHUB DOES  NOT WARRANT  THAT THE MARKETPLACE OR GITHUB API WILL BE UNINTERRUPTED, TIMELY, SECURE, ERROR-FREE OR FREE FROM VIRUSES, MALWARE, OR WORMS (OTHERWISE KNOWN AS COMPUTER CODE OR OTHER TECHNOLOGY  SPECIFICALLY  DESIGNED  TO  DISRUPT, DISABLE, OR  HARM YOUR SOFTWARE, HARDWARE, COMPUTER SYSTEM, OR NETWORK), AND NO INFORMATION OR ADVICE OBTAINED BY DEVELOPER FROM GITHUB OR THROUGH THE MARKETPLACE OR GITHUB API SHALL CREATE ANY WARRANTY NOT EXPRESSLY STATED IN THESE TERMS",0
GITHUB IS NOT RESPONSIBLE FOR AND SPECIFICALLY DISCLAIMS ANY LIABILITY FOR ANY UNAUTHORIZED USE OF DEVELOPER PRODUCTS OUTSIDE THE MARKETPLACE,0
6,0
PRICING AND PAYMENT TERMS6,0
1	GitHub will be the merchant of record for Developer Products purchased by End Users via Marketplace,0
6,0
2	 Prices for Marketplace Listings of Developer Applications will be set in US Dollars (USD),0
"Developer has complete control over setting pricing for each Listing, and once set, such pricing cannot be changed",0
"You may retire a pricing plan for an existing Listing and add a new pricing plan for such Listing, provided that such new pricing plan shall not negatively impact existing End Users",0
The prices you set for Developer Products will determine the amount of payment you will receive,0
GitHub will remit 95% of the sale price in USD without reduction for Taxes except for any withholding taxes that are required under applicable law,0
The remaining 5% of the sales price will be allotted to and retained by GitHub,0
"At the end of each month and upon reaching a minimum value of $500 USD, GitHub will remit your share of payments",0
6,0
3	Refund Requirements,0
You will be responsible for specifying the terms and conditions regarding refunds to your End Users,0
"In no event shall GitHub be responsible for providing any support for refunds, nor shall GitHub be liable for payment of any refund",0
6,0
4	You Support Your Developer Product,0
You will be solely responsible for support and maintenance of your Developer Products and any complaints about your Developer Products,0
Your support contact information will be displayed in each application detail page and made available to users for customer support purposes,0
"Failure to provide adequate support for your Developer Products may result in less prominent product exposure, or in some cases removal from Marketplace or anywhere else on GitHub",0
com where previously purchased or downloaded Developer Products are stored on behalf of users,0
7,0
"OWNERSHIPSubject to the limited licenses expressly provided in this Agreement, nothing in this Agreement transfers or assigns to a party any of the other party’s intellectual property rights in its Brand Features or other technology, and nothing in this Agreement transfers or assigns a party any of the other party’s intellectual property rights",0
8,1
"LIMITATION OF LIABILITYUNDER NO CIRCUMSTANCES AND UNDER NO LEGAL THEORY (WHETHER IN CONTRACT, TORT, NEGLIGENCE OR OTHERWISE) WILL GITHUB, OR ITS AFFILIATES, OFFICERS, DIRECTORS, EMPLOYEES, AGENTS, OR SUPPLIERS BE LIABLE TO DEVELOPER OR ANY THIRD PARTY UNDER THIS AGREEMENT FOR ANY INDIRECT, INCIDENTAL, SPECIAL, EXEMPLARY, CONSEQUENTIAL, PUNITIVE OR OTHER SIMILAR DAMAGES, INCLUDING LOST PROFITS, LOST SALES OR BUSINESS, LOST DATA, BUSINESS INTERRUPTION OR ANY OTHER LOSS INCURRED BY DEVELOPER OR ANY THIRD PARTY IN CONNECTION WITH THIS AGREEMENT, REGARDLESS OF WHETHER DEVELOPER HAS BEEN ADVISED OF THE POSSIBILITY OF OR COULD HAVE FORESEEN SUCH DAMAGES NOTWITHSTANDING ANYTHING TO THE CONTRARY IN THIS AGREEMENT, GITHUB’S AGGREGATE LIABILITY TO DEVELOPER OR ANY THIRD PARTY ARISING OUT OF THIS AGREEMENT SHALL NOT EXCEED SIX (6) MONTHS’ SPEND",0
9,0
INDEMNIFICATION9,0
"1	To the maximum extent permitted by applicable law, Developer agrees to defend, indemnify and hold harmless GitHub, its affiliates and their respective directors, officers, employees and agents from and against any and all claims, actions, suits or proceedings, as well as any losses, liabilities, damages, costs and expenses (including reasonable attorneys’ fees) arising from or relating to (a) Developer’s use of the Marketplace in violation of this Agreement, the Terms or any applicable laws or regulations; (b) Developer’s Products that infringe any copyright, trademark, trade secret, patent or other intellectual property right of any third party; (c) any loss or disclosure of data or personal information by Developer Products; and (d) Developer’s EULA (or ToS)",0
10,0
TERMINATION10,0
1	This Agreement will continue to apply until terminated by either party as set forth below,0
10,0
2	Either party may terminate this Agreement for any reason upon providing written notice to the other forty-five (45) days prior to the immediately following calendar month,0
During such 45 day period the terms in effect at the time such notice of termination has been provided shall govern for the duration of the 45-day notice period until the date of actual termination,0
10,0
3	GitHub may terminate this Agreement at any time if (a) you have breached any provision of this Agreement or (b) GitHub is required to do so by law,0
10,0
4	Effects of Termination by Developer,0
"Upon receiving forty-five (45) days’ advanced written notice of termination from Developer, Developer will be disabled from taking on new customers via Marketplace",0
Any outstanding fees shall be remitted upon termination and removal of the Developer Product from Marketplace,0
"If termination is initiated as a result of a GitHub modification to these terms (Section 11), the terms in effect immediately prior to such modification shall govern for the duration of the 45-day notice period until the date of actual termination",0
10,0
"5	The obligations in Sections 2, 3, 4, 5, 8, 9 and 12-18 will survive any expiration or termination of this Agreement",0
11,0
"MODIFICATIONDeveloper acknowledges and agrees that GitHub may modify this Agreement, Marketplace, the GitHub API, the General API Policies, GitHub Privacy Policy, the GitHub Developer Program ToS, and the GitHub",0
com ToS from time to time (a “Modification”),0
"All Modifications shall be communicated through Marketplace, the GitHub website at www",0
GitHub,1
com or through a form of direct communication from GitHub to Developer,0
Developer further acknowledges and agrees that such Modifications may be implemented at any time and without any notice to Developer,0
"Developer shall, within forty-five (45) days from the date of first notice of any Modification(s) (or such shorter period of time specified in the notice of the Modification(s)) (the “Conformance Period”) comply with such modification(s) by implementing and using the most current version of the GitHub API in the most current version of the Developer Products and making any changes to Developer Products that may be required as a result of such Modification(s)",0
"Developer acknowledges that a Modification may have an adverse effect on Developer Products, including but not limited to changing the manner in which applications communicate with the GitHub API",0
GitHub shall have no liability of any kind to Developer or any End User with respect to such Modifications or any adverse effects resulting from such Modifications,0
Developer’s continued access to or use of Marketplace or the GitHub API following the Conformance Period shall constitute binding acceptance of the Modification(s) at issue,0
12,0
ASSIGNMENT; ENTIRE AGREEMENT; REVISIONS12,0
"1	Developer may not, directly or indirectly, by operation of law or otherwise, assign all or any part of this Agreement or Developer’s rights under this Agreement or delegate performance of Developer’s duties under this Agreement without GitHub’s prior written consent",0
The rights granted in this Agreement may be assigned or transferred by GitHub without Developer’s prior approval,0
"In addition, GitHub may delegate its responsibilities or obligations under this Agreement without Developer’s consent",0
12,0
"2	This Agreement, together with the Terms, constitute the entire agreement between the parties with respect to the subject matter of this Agreement",0
GitHub’s failure to enforce at any time any provision of this Agreement does not constitute a waiver of that provision or of any other provision of this Agreement,0
13,0
"SEVERABILITYIf any provision in this Agreement is held by a court of competent jurisdiction to be unenforceable, such provision shall be modified by the court and interpreted so as to best accomplish the original provision to the fullest extent permitted by law, and the remaining provisions of this Agreement shall remain in effect",0
14,0
RELATIONSHIP OF THE PARTIESThe parties are independent contractors,0
"This Agreement does not create a partnership, franchise, joint venture, agency, fiduciary or employment relationship among the parties",0
"Developer agrees that each member of the group of companies to which GitHub belongs shall be a third party beneficiary to this Agreement and that such other companies shall be entitled to directly enforce, and rely upon, any provision of this Agreement that confers a benefit or grants a right in favor or GitHub",0
"No other person, company or legal entity shall be a third party beneficiary to the Agreement",0
15,0
NOTICEAll notices to be provided by GitHub to Developer under this Agreement may be delivered in writing (i) by nationally recognized overnight delivery service (“Courier”) or U,0
S,1
mail to the contact mailing address provided by Developer to GitHub; or (ii) electronic mail to the electronic mail address provided by Developer,0
Developer must give notice to GitHub in writing by Courier or U,0
S,1
"Mail to the following address: GitHub, Inc",0
", Attn: Legal Department, 88 Colin P",0
Kelly Jr,0
"Street, San Francisco, CA 94107 USA",0
"All notices shall be deemed to have been given immediately upon delivery by electronic mail, or if otherwise delivered upon receipt or, if earlier, two (2) business days after being deposited in the mail or with a Courier as permitted above",0
16,0
GOVERNING LAWThis Agreement shall be governed by the laws of the State of California without regard to conflict of law principles,0
"Developer hereby expressly agrees to submit to the exclusive personal jurisdiction of the federal and state courts of the State of California, San Francisco County, for the purpose of resolving any dispute relating to this Agreement",0
"Notwithstanding the foregoing, GitHub shall be entitled to seek injunctive remedies or other types of urgent legal relief in any jurisdiction",0
17,0
EXPORT RESTRICTIONSDEVELOPER PRODUCTS DISTRIBUTED VIA MARKETPLACE MAY BE SUBJECT TO EXPORT CONTROLS OR RESTRICTIONS BY THE UNITED STATES OR OTHER COUNTRIES OR TERRITORIES,0
DEVELOPER AGREES TO COMPLY WITH ALL APPLICABLE US AND INTERNATIONAL EXPORT LAWS AND REGULATIONS,0
"THESE LAWS MAY INCLUDE RESTRICTIONS ON DESTINATIONS, CONTENT AND/OR END USERS",0
18,0
"USAGE DATAIn order to operate and improve Marketplace, GitHub may collect Usage Data from Marketplace and GitHub API or anywhere previously purchased or downloaded Developer Products are stored on behalf of End Users by GitHub",0
The Usage Data will be maintained in accordance with GitHub’s then in effect privacy policies,0
Limited Usage Data may be available for use by Developer in GitHub’s sole discretion,0
Addendum1: Data Protection AddendumThis Data Protection Addendum (this “Addendum”) is attached to and made a part of the GitHub Marketplace Developer Agreement between you and GitHub (the “Agreement”),0
Terms not defined in this Addendum have the meanings ascribed to them in the Agreement,0
"In the event of a conflict or inconsistency, the terms of this Addendum will supersede those of the Agreement",0
A1-1,0
"Purpose and ScopeGitHub maintains personal information from individuals all over the world, some of whom are residents of countries and areas with strong data protection laws",0
This Addendum establishes your responsibilities when you receive and process any protected data from GitHub,0
A1-2,0
Definitionsa,0
"“Applicable Data Protection Laws” means any laws, regulations, regulatory frameworks, or other legislations relating to the processing and use of Personal Information, as applicable to the Agreement, including:The EU General Data Protection Regulation 2016/679 (“GDPR”), along with any implementing or corresponding equivalent national laws or regulations; The California Consumer Privacy Act of 2018, Cal",0
Civ,0
Code §§1798,0
100 et seq,0
"(""CCPA""); andThe UK Data Protection Act 2018 and implementation of GDPR contained therein",0
b,0
"“Personal Information” means any information which relates to an individual GitHub End User, customer or employee which could, alone or together with other information, personally identify him or her, whether supplied by GitHub for processing by the Developer or whether generated by the Developer in the course of performing its obligations under this Agreement",0
c,0
"“Processing” means any operation or set of operations performed on GitHub Protected Data, whether by manual or automatic means, including collection, recording, organization, storage, adaptation, alteration, retrieval, consultation, use, disclosure by transmission, dissemination or otherwise making available, blocking, erasure, or destruction",0
d,0
"“Protected Data” means any confidential information transferred by GitHub to the Developer about a GitHub End User, including the Personal Information, metadata, Usage Data, or other data or information that is associated with GitHub End Users",0
A1-3,0
Compliance with Data Transfer Lawsa,0
GitHub Compliance,0
GitHub complies with Applicable Data Protection Laws,0
"GitHub relies on Standard Contractual Clauses (""SCCs"") for all transfers out of the European Union, European Economic Area, United Kingdom, and Switzerland to provide its services",0
"In addition, GitHub is certified to the EU-U",0
S,1
and Swiss-U,0
S,1
"Privacy Shield Frameworks and the commitments they entail, although GitHub does not rely on the EU-U",0
S,1
Privacy Shield Framework as a legal basis for transfers of Personal Information in light of the judgment of the Court of Justice of the EU in Case C-311/18,0
GitHub will only transfer Personal Information to the Developer for the limited and specified purposes for which it was collected,0
b,0
Developer Compliance,0
"Developer represents and warrants that it will (i) comply with Applicable Data Protection Laws; and (ii) abide by the requirements of European Economic Area and Swiss data protection law regarding the collection, use, transfer, retention, and other processing of Personal Information from the European Economic Area, United Kingdom, and Switzerland",0
All transfers of Personal Information to a third country or an international organization will be subject to appropriate safeguards as described in Article 46 of the GDPR and such transfers and safeguards will be documented according to Article 30(2) of the GDPR,0
A1-4,0
Data Protectiona,0
Notice,0
Developer must identify itself as the collector and processor of all data it collects from the End User,0
Developer must not hold itself out as collecting any Personal Information on GitHub’s behalf,0
"Developer must provide sufficient notice of its privacy practices to the End User, such as by posting a privacy policy",0
b,0
Purpose Limitation,0
i,0
"GitHub will provide Developer with Protected Data elements for the purpose of establishing and facilitating a relationship between the Developer and the End User, and permitting Developer to provide services to the End User",0
"Developer must limit its usage of the Protected Data to that purpose, unless the End User agrees to allow different uses",0
ii,0
"Developer must process and communicate the Protected Data to third parties only for the limited and specific purposes of providing its services to the End User as described in its agreement with the End User, unless the End User agrees to allow different uses",0
c,0
Data Quality and Proportionality,0
Developer must keep the Protected Data accurate and up to date,0
d,0
Security,0
"Developer must take all reasonable security measures appropriate to the risks, such as against accidental or unlawful destruction, or accidental loss, alteration, unauthorized disclosure or access, presented by processing the Protected Data",0
e,0
Data Retention and Deletion,0
"Upon GitHub’s reasonable request, unless prohibited by law, Developer must return or destroy all Personal Information and related data at all locations where it is stored after it is no longer needed for the limited and specified purposes for which it was collected",0
Developer must have in place or develop information destruction processes that meet GitHub’s security requirements in Section 3,0
8 of the Agreement,0
f,0
Subprocessing and Onward Transfer,0
Developer is liable for onward transfers of Protected Data to its subprocessors,0
"In the event that Developer must transfer the Protected Data to a third party, or Developer installs, uses, or enables third party services to process the Protected Data on Developer’s behalf, Developer must ensure that the third party will provide at least the same level of privacy protection as is required herein",0
A1-5,0
Use of Protected Dataa,0
Permitted Use,0
"Developer may process the Protected Data only for the purposes set out in Section 4(b)(i), and no other purpose",0
b,0
No Use in Marketing,0
"Developer must not use the Protected Data for the purposes of advertising any third party goods or services, and may not sell the Protected Data to any third party",0
c,0
Automated Decisions,0
"In the event that the Developer makes automated decisions affecting GitHub customers’ rights, including employment, credit, or health, the Developer must provide notice to the individuals",0
A1-6,0
Compliancea,0
Developer must comply with reasonable requests for information on its privacy and data use practices in the following manner:i,0
"On request, Developer will make its Privacy Statement, Privacy Policy, Privacy Notice, or any similar documentation available",0
"Developer will also provide notice of any relevant compliance reports, including Privacy Shield compliance",0
ii,0
Developer will comply with the Information Security and Audit obligations in Section 3,0
7 of the GitHub Marketplace Developer Agreement,0
A1-7,0
Terminationa,0
Suspension,0
"In the event that Developer is in breach of its obligations to maintain an adequate level of privacy protection, GitHub may temporarily suspend the transfer of Protected Data or prohibit collection and processing of Protected Data on GitHub’s behalf until the breach is repaired or the Agreement is terminated",0
b,0
Termination With Cause,0
GitHub may terminate the Agreement without prejudice to any other claims at law or in equity in the event that:i,0
the Developer notifies GitHub that it can no longer meet its privacy obligations;ii,0
"the transfer, collection, or processing of Protected Data has been temporarily suspended for longer than one month pursuant to 7(a);iii",0
the Developer is in substantial or persistent breach of any warranties or representations under this Data Protection Addendum;iv,0
"the Developer is no longer carrying on business, is dissolved, enters receivership, or a winding up order is made on behalf of Developer",0
c,0
Breach,0
Failure to comply with the provisions of this Data Protection Addendum is considered a material breach under the Master Services Agreement,0
d,0
Notification,0
"In the event that Developer determines that it can no longer meet its privacy obligations under this Agreement, it must notify GitHub immediately",0
"In the event that Developer was certified under Privacy Shield and allows that certification to lapse or otherwise cannot remain certified under Privacy Shield, Developer must notify GitHub immediately",0
e,0
Modifications,0
"GitHub may modify this Addendum from time to time as required by law, with thirty days’ notice to Developer",0
"If Developer is unable to comply with the modifications to the Addendum, GitHub may terminate the Agreement",0
f,0
"Upon Termination, Developer must:i",0
take reasonable and appropriate steps to stop processing of the Protected Data;ii,0
"within thirty days of termination, delete any Protected Data Developer stores on GitHub’s behalf; andiii",0
provide GitHub with reasonable assurance that Developer has stopped processing the Protected Data and deleted the stored Protected Data,0
A1-8,0
Liability for Data Processinga,0
Direct Liability,0
"Developer will be liable to GitHub for actual damages caused by any breach of this Addendum subject to the terms in Section 8, Limitation on Liability of the Marketplace Developer Agreement",0
Overview and PurposeMillions of developers host millions of projects on GitHub — both open and closed source — and we're honored to play a part in enabling collaboration across the developer community every day,0
"Together, we all have an exciting opportunity and responsibility to make this a community we can be proud of",0
"The GitHub Community Forum is intended to be a place for further collaboration, support, and brainstorming",0
"This is a civilized place for connecting with other users, learning new skills, sharing feedback and ideas, and finding all the support you need for your GitHub projects",0
"By participating in this Community, you are agreeing to the same Terms of Service that apply to GitHub",0
"com, as well as this Community-specific Code of Conduct",0
"With this Code of Conduct, we hope to help you understand how best to collaborate in the GitHub Community Forum, what you can expect from moderators, and what type of actions or content may result in temporary or permanent suspension from Community participation",0
We will investigate any abuse reports and may moderate public content within the Community that we determine to be in violation of either the GitHub Terms of Service or this Code of Conduct,0
"GitHub users worldwide bring wildly different perspectives, ideas, and experiences, and range from people who created their first ""Hello World"" project last week to the most well-known software developers in the world",0
"We are committed to making GitHub and the GitHub Community Forum a welcoming environment for all the different voices and perspectives here, while maintaining a space where people are free to express themselves",0
"PledgeIn the interest of fostering an open and welcoming environment, we as contributors and maintainers pledge to making participation in the GitHub Community Forum a harassment-free experience for everyone, regardless of age, body size, ability, ethnicity, gender identity and expression, level of experience, nationality, personal appearance, race, religion, or sexual identity and orientation",0
StandardsTreat the GitHub Community Forum with respect,0
"We are a shared resource — a place to share skills, knowledge, and interests through ongoing conversation",0
"The following are not hard and fast rules, merely aids to the human judgment of our Community",0
"Use these guidelines to keep this a clean, well-lighted place for civilized public discourse",0
Best Practices for Building a Strong CommunityBe respectful and considerate,0
Be welcoming and open-minded,0
"Other Community members may not have the same experience level or background as you, but that doesn't mean they don't have good ideas to contribute",0
We encourage you to be welcoming to new members and those just getting started,0
Respect each other,0
Nothing sabotages healthy conversation like rudeness,0
"Be civil and professional, and don’t post anything that a reasonable person would consider offensive, abusive, or hate speech",0
Don’t harass or grief anyone,0
Treat each other with dignity and consideration in all interactions,0
You may wish to respond to something by disagreeing with it,0
That’s fine,0
"But remember to criticize ideas, not people",0
"Avoid name-calling, ad hominem attacks, responding to a post’s tone instead of its actual content, and knee-jerk contradiction",0
"Instead, provide reasoned counter-arguments that improve the conversation",0
Communicate with empathy,0
Disagreements or differences of opinion are a fact of life,0
"Being part of a community means interacting with people from a variety of backgrounds and perspectives, many of which may not be your own",0
"If you disagree with someone, try to understand and share their feelings before you address them",0
"This will promote a respectful and friendly atmosphere where people feel comfortable asking questions, participating in discussions, and making contributions",0
Contribute in a positive and constructive way,0
Improve the discussion,0
"Help us make this a great place for discussion by always working to improve the discussion in some way, however small",0
"If you are not sure your post adds to the conversation, think over what you want to say and try again later",0
"The topics discussed here matter to us, and we want you to act as if they matter to you, too",0
"Be respectful of the topics and the people discussing them, even if you disagree with some of what is being said",0
Be clear and stay on topic,0
Communicating with strangers on the Internet can be awkward,0
"It's hard to convey or read tone, and sarcasm is frequently misunderstood",0
"Try to use clear language, and think about how it will be received by the other person",0
"This applies to sharing links, as well",0
Any links shared in the Community Forum should be shared with the intent of providing relevant and appropriate information,0
Links should not be posted to simply drive traffic or attention to a site,0
Links should always be accompanied by a full explanation of the content and purpose of the link,0
"Posting links, especially unsolicited ones, without relevant and valuable context can come across as advertising or serving even more malicious purposes",0
"Additionally, the GitHub Community Forum is for collaboration, sharing ideas, and helping each other get stuff done",0
"Off-topic comments are a distraction (sometimes welcome, but usually not) from getting work done and being productive",0
Staying on topic helps produce positive and productive discussions,0
Share mindfully,0
"When asking others to give you feedback or collaborate on a project, only share valuable and relevant resources to provide context",0
"Don't post links that don't add value to the Topic, and don't post unsolicited links to your own projects or sites on other user's threads",0
"Additionally, don't share sensitive information",0
This includes your own email address,0
"We don't allow the sharing of such information in this Community Forum, as it can create security and privacy risks for the poster, as well as other users",0
"If you'd like to invite other Forum members to collaborate on a project or work with you, share a link to the repository in which the project you are working on exists",0
By sharing the link to your project repo - with some information on what your project is and what kind of help or feedback you're looking for - you can invite others to collaborate with you via issues or pull requests without having to share your private information,0
You can also add others as outside collaborators on your project repo to give them special permissions to help you develop your project,0
Keep it tidy,0
"Make the effort to put things in the right place, so that we can spend more time discussing and less time cleaning up",0
So:Don’t start a topic in the wrong category,0
Don’t cross-post the same thing in multiple topics,0
Don’t post no-content replies,0
"Don't ""bump"" posts, unless you have new and relevant information to share",0
Don’t divert a topic by changing it midstream,0
"Rather than posting “+1” or “Agreed”, use the Kudos button",0
"Rather than taking an existing topic in a radically different direction, open a new topic",0
Be trustworthy,0
Always be honest,0
Don’t knowingly share incorrect information or intentionally mislead other GitHub Community Forum members,0
"If you don’t know the answer to someone’s question but still want to help, you can try helping them research or find resources instead",0
"GitHub staff will also be active in the Community, so if you’re unsure of an answer, it’s likely a moderator will be able to help",0
What is not AllowedThreats of violence,0
"You may not threaten violence towards others or use the site to organize, promote, or incite acts of real-world violence or terrorism",0
"Think carefully about the words you use, the images you post, and even the software you write, and how they may be interpreted by others",0
"Even if you mean something as a joke, it might not be received that way",0
"If you think that someone else might interpret the content you post as a threat, or as promoting violence or terrorism, stop",0
Don't post it,0
"In extraordinary cases, we may report threats of violence to law enforcement if we think there may be a genuine risk of physical harm or a threat to public safety",0
Hate speech and discrimination,0
"While it is not forbidden to broach topics such as age, body size, ability, ethnicity, gender identity and expression, level of experience, nationality, personal appearance, race, religion, or sexual identity and orientation, we do not tolerate speech that attacks a person or group of people on the basis of who they are",0
"Just realize that talking about these or other sensitive topics can make others feel unwelcome, or perhaps even unsafe, if approached in an aggressive or insulting manner",0
We expect our Community members to be respectful when discussing sensitive topics,0
Bullying and harassment,0
We do not tolerate bullying or harassment,0
This means any habitual badgering or intimidation targeted at a specific person or group of people,0
"In general, if your actions are unwanted and you continue to engage in them, there's a good chance you are headed into bullying or harassment territory",0
Impersonation,0
"You may not impersonate another person by copying their avatar, posting content under their email address, intentionally using a deceptively similar username or otherwise posing as someone else",0
Impersonation is a form of harassment,0
Doxxing and invasion of privacy,0
"Don't post other people's personal information, such as phone numbers, private email addresses, physical addresses, credit card numbers, Social Security/National Identity numbers, or passwords",0
"Depending on the context, such as in the case of intimidation or harassment, we may consider other information, such as photos or videos that were taken or distributed without the subject's consent, to be an invasion of privacy, especially when such material presents a safety risk to the subject",0
Prurient/Sexually explicit content,0
"Basically, don't post pornography",0
This does not mean that all nudity or sexual content is prohibited,0
"We recognize that sexuality is a part of life and non-pornographic sexual content may be a part of your project, or may be presented for educational or artistic purposes",0
"If you have any questions or concerns about something you want to post, feel free to reach out and ask beforehand",0
Spam,0
Respect the GitHub Community Forum,0
